label,label_str,message,cleaned_message
1,SPAM,Get access to all our services using ONE code. Dial *200# and select your preferred option,get access services using one code dial 200 select your preferred option
0,HAM,"8051416112,this is Yemisi 's no. Sorry 4 the delay. Seyi",8051416112 yemisi no sorry delay seyi
0,HAM,"Your Birthday is the perfect opportunity to take a pause in life, look at the things around you, sense the feeling of being alive in the depths of your heart and promise yourself to do great things. Happy Birthday!",your birthday perfect opportunity take pause life look things around you sense feeling alive depths your heart promise great things happy birthday
0,HAM,"Acct: ******2491Amt: NGN1,000.00 DrDesc: CASH WDL FROM OUR ATM-GTBank EBranch UNAAB   Ogun    OGNG STAN9066003655Avail Bal: NGN287.13",acct 2491amt ngn1 000 00 drdesc cash wdl atm gtbank ebranch unaab ogun ogng stan9066003655avail bal ngn287 13
0,HAM,"Acct: ******2491Amt: NGN500.00 DrDesc: CASH WDL FROM OUR ATM-GTBank EBranch UNAAB   Ogun    OGNG STAN9067008984Avail Bal: NGN1,287.13",acct 2491amt ngn500 00 drdesc cash wdl atm gtbank ebranch unaab ogun ogng stan9067008984avail bal ngn1 287 13
0,HAM,"Acct: ******2491Amt: NGN1,000.00 DrDesc: CASH WDL FROM OUR ATM-GTBank EBranch UNAAB   Ogun    OGNG STAN9067007607Avail Bal: NGN1,787.13",acct 2491amt ngn1 000 00 drdesc cash wdl atm gtbank ebranch unaab ogun ogng stan9067007607avail bal ngn1 787 13
0,HAM,"Acct: ******2491Amt: NGN5,000.00 DrDesc: CASH WDL FROM OUR ATM-GTBank EBranch UNAAB   Ogun    OGNG STAN9065000757Avail Bal: NGN2,787.13",acct 2491amt ngn5 000 00 drdesc cash wdl atm gtbank ebranch unaab ogun ogng stan9065000757avail bal ngn2 787 13
0,HAM,"Acct: ******2491Amt: NGN24.00 DrDesc: SI TRANSACTION (DIFFERENT CUSTOMERS)-SMS CHARGE FOR JULY 2014Avail Bal: NGN7,787.13",acct 2491amt ngn24 00 drdesc si transaction different customers sms charge july 2014avail bal ngn7 787 13
0,HAM,"Acct: ******2491Amt: NGN200.00 DrDesc: POS-GTBank EBranch UNAAB   Ogun    OGNG STAN9999006519Avail Bal: NGN7,811.13",acct 2491amt ngn200 00 drdesc pos gtbank ebranch unaab ogun ogng stan9999006519avail bal ngn7 811 13
0,HAM,"Acct: ******2491Amt: NGN2,000.00 DrDesc: CASH WDL FROM OUR ATM-GTBank EBranch UNAAB   Ogun    OGNG STAN9067006518Avail Bal: NGN8,11.13",acct 2491amt ngn2 000 00 drdesc cash wdl atm gtbank ebranch unaab ogun ogng stan9067006518avail bal ngn8 11 13
0,HAM,"to  BABALOLA, SUNDAY SEYIAvail Bal: NGN10,11.13",babalola sunday seyiavail bal ngn10 11 13
0,HAM,"Acct: ******2491Amt: NGN10,000.00 CrDesc: TRANSFER BETWEEN CUSTOMERS-070058140801183738000003090286 adegboyega N1031406612 BABALOLA ADEGBOYEGA DARE",acct 2491amt ngn10 000 00 crdesc transfer customers 070058140801183738000003090286 adegboyega n1031406612 babalola adegboyega dare
0,HAM,"Don't worry any longer, I don't need the money again. I av got another phone",don worry longer don need money got another phone
0,HAM,Some of ur confidence is wickedness to me. Continue U see d result oneday.,your confidence wickedness continue see result oneday
0,HAM,"It won't be funny if u keep on telling me that u are not coming and I later see u. If that is what they asked u to do,u need to rethink and tell me that u are coming.",won funny keep telling not coming later see asked need rethink tell coming
0,HAM,140066036874470. I love u.,140066036874470 love
0,HAM,Miles may lie between us but we are never far apart. For love doesn't count the miles. It's measured by the heart. I love you. Sweet dreams,miles may lie never far apart love doesn count miles measured heart love you sweet dreams
0,HAM,"Like the stars were made to twinkle,Like the sun was made to shine,Like the clouds were made to embrace,Like the flowers were made to bloom,Like life was made to be lived,I was made to love you and that I will always do. Sorry I couldn't call again cos my bonus is finished. Gud nite and dream of me.",like stars made twinkle like sun made shine like clouds made embrace like flowers made bloom like life made lived made love you will always sorry couldn call bonus finished gud nite dream
0,HAM,"U asked wat is makin me think, d owner of d chest, where I usually put my head @ night, is not with me. Y wil I not think? My luv is far frm me. I'm missing U.",asked wat makin think owner chest usually put head night not wil not think love far frm missing
0,HAM,"Like the stars were made to twinkle,Like the sun was made to shine,Like the clouds were made to embrace, Like the flowers were made to bloom,Like life was made to be lived,I was made to love you and that I will always do. Good nite.",like stars made twinkle like sun made shine like clouds made embrace like flowers made bloom like life made lived made love you will always good nite
0,HAM,"I love you more today than I did yesterday,But not as much as I will tomorrow.Happy Valentine's Day!",love you today yesterday not much will tomorrow happy valentine day
0,HAM,Who are d 'they'? If God say U wil see me again U wil. Thank God we av 'they' btw us now.,god say wil see wil thank god btw now
0,HAM,Oni Oluwatoyin Florence...01XXXXXX3. Happy new month.,oni oluwatoyin florence 01xxxxxx3 happy new month
0,HAM,"Dear BABALOLA, school fee Ref: FUN/FEE/RSG/201314/1/04531 Bank: GTBANK Date: 24/03/14 15:02:21 Amt:15,850.00. Go online to complete your course registration and print receipt.",dear babalola school fee ref fun fee rsg 201314 04531 bank gtbank date 24 03 14 15 02 21 amt 15 850 00 go online complete your course registration print receipt
0,HAM,"Yemisi, you said you are going and u went despite the fact that i've explained things to you and even saying that i'm sorry. I want u to know that what i didnt do in the past 6 years, i can start now and if after all this years u cant even trust me 4 a minute, then i dont know what to say but i'm saying this wt my whole heart that i've never cheated on u and i will never do. Once again i'm sorry",yemisi you said you going went despite fact explained things you even saying sorry want know didnt past years can start now years cant even trust minute dont know say saying wt whole heart never cheated will never sorry
1,SPAM,Your Viber code is: 5398.Close this message and enter the code into Viber to activate your account.,your viber code 5398 close message enter code viber activate your account
1,SPAM,Your Viber code is: 3007.Close this message and enter the code into Viber to activate your account.,your viber code 3007 close message enter code viber activate your account
0,HAM,01XXXX23 babalola andrew olawale,01xxxx23 babalola andrew olawale
0,HAM,oji GTB ACCOUNT No. 0032813486. Abeokuta.  Regards,oji gtb account no 0032813486 abeokuta regards
0,HAM,Good day.  Please note that your house rent expired on 31st Dec. 2013. Please ensure you pay immediately into the account below.  OLUWAGBENRO Thomas Olus,good day please note your house rent expired 31st dec 2013 please ensure you pay immediately account oluwagbenro thomas olus
0,HAM,"20XXXXXX71 Babalola Adegboyega D, zenith bank",20xxxxxx71 babalola adegboyega zenith bank
1,SPAM,REPLY WITH SMS,reply sms
1,SPAM,Y'ello! You do not have any pending request. Thank you.,ello you not pending request thank you
1,SPAM,Y'ello! This information is already captured. Dial *559# to view your bonus. Thank you.,ello information already captured dial 559 view your bonus thank you
1,SPAM,SAMSON,samson
1,SPAM,"Y'ello! You have successfully updated your STATE OF ORIGIN and you have received N400 MTN2MTN call usable btw 10pm-5pm, expires 25/Jun/2013. Thank you.",ello you successfully updated your state origin you received n400 mtn2mtn call usable btw 10pm 5pm expires 25 jun 2013 thank you
1,SPAM,OSUN,osun
1,SPAM,"Y'ello! Your SIM registration information is incomplete, kindly reply this text with your STATE OF ORIGIN (e.g Lagos, FCT, Kano) and get N400 MTN2MTN call. SMS is Free. Thank you.",ello your sim registration information incomplete kindly reply text your state origin lagos fct kano get n400 mtn2mtn call sms free thank you
1,SPAM,osun,osun
1,SPAM,"Y'ello! You have successfully updated your MOTHER'S MAIDEN NAME and you have received N400 MTN2MTN call usable btw 10pm-17pm, expires 05/Jun/2013. Thank you.",ello you successfully updated your mother maiden name you received n400 mtn2mtn call usable btw 10pm 17pm expires 05 jun 2013 thank you
1,SPAM,"Sorry, you have responded with an invalid entry for MOTHER'S MAIDEN NAME. Kindly send a valid answer to receive your bonus. SMS is Free. Thank you.",sorry you responded invalid entry mother maiden name kindly send valid answer receive your bonus sms free thank you
1,SPAM,01 10 1992,01 10 1992
1,SPAM,"Y'ello! You have successfully updated your RESIDENTIAL ADDRESS and you have received N400 MTN2MTN call usable btw 10pm-17pm, expires 04/Jun/2013. Thank you.",ello you successfully updated your residential address you received n400 mtn2mtn call usable btw 10pm 17pm expires 04 jun 2013 thank you
1,SPAM,ODEOMU; OSUN STATE,odeomu osun state
1,SPAM,"Sorry, you have responded with an invalid entry for RESIDENTIAL ADDRESS. Kindly send a valid answer to receive your bonus. SMS is Free. Thank you.",sorry you responded invalid entry residential address kindly send valid answer receive your bonus sms free thank you
1,SPAM,"Y'ello! You have successfully updated your DATE OF BIRTH and you have received N400 MTN2MTN call usable btw 10pm-17pm, expires 03/Jun/2013. Thank you.",ello you successfully updated your date birth you received n400 mtn2mtn call usable btw 10pm 17pm expires 03 jun 2013 thank you
1,SPAM,"Sorry, you have responded with an invalid entry for DATE OF BIRTH. Kindly send a valid answer dd/MM/yyyy to receive your bonus. Thank you.",sorry you responded invalid entry date birth kindly send valid answer dd mm yyyy receive your bonus thank you
1,SPAM,"Get the callertune, U go kill me remix by Sarkodie ft wizkid, text 010373 to 4100. N50/SMS to opt out text stop to 33020.",get callertune go kill remix sarkodie ft wizkid text 010373 4100 n50 sms opt text stop 33020
1,SPAM,EPL Is Here Again. Text Sport to 35241 For Sport News Update. Cost N100/30days,epl text sport 35241 sport news update cost n100 30days
1,SPAM,Join the winning team now & enjoy unlimited instant airtime when you answer 3 question in the Brain-Wave game. Text WAVE to 5032 to get started now. N10/SMS and stop to unsubcribe,join winning team now enjoy unlimited instant airtime you answer question brain wave game text wave 5032 get started now n10 sms stop unsubcribe
1,SPAM,Nigeria's 100 years!Celebrate with us &you can win the 'Nigeria Centenary 100 Million Naira Mega Jackpot'!Send WIN to 35777 and participate now!N100/SMS,nigeria 100 years celebrate you can win nigeria centenary 100 million naira mega jackpot send win 35777 participate now n100 sms
1,SPAM,"Today is Bimbola Kenny's birthday. Reply to post on her Timeline or reply 1 to post ""Happy Birthday!"".",today bimbola kenny birthday reply post timeline reply post happy birthday
1,SPAM,"Today is Oluwafunke Jawolusi's birthday. Reply to post on her Timeline or reply 1 to post ""Happy Birthday!"".",today oluwafunke jawolusi birthday reply post timeline reply post happy birthday
1,SPAM,"Egbetola Olanrewaju: who wants a free ipad? http://t.co/Qpe80nnaJi. (Sent to you, Aisosa, Bakare, Williams, Oguntoye, Joke, and 27 others. Reply to msg all, ""mute"" to stop convo. Info: http://fb.me/sms)",egbetola olanrewaju wants free ipad http co qpe80nnaji sent you aisosa bakare williams oguntoye joke 27 others reply message mute stop convo info http fb sms
1,SPAM,"If you are in need of more creative, inventive thinking at work or school, here are ways to boost your creativity. Text CREATIVE to 700. N50/week.",you need creative inventive thinking work school ways boost your creativity text creative 700 n50 week
0,HAM,"Your Acct 304XXXX489 Has Been Debited with NGN2,000.00 On 03-SEP-2014 17:40:27 By ATM WITHDRAWAL-GTBank EBranch UNAAB/Ogun. Bal: NGN1,138.29CR",your acct 304xxxx489 debited ngn2 000 00 03 sep 2014 17 40 27 atm withdrawal gtbank ebranch unaab ogun bal ngn1 138 29cr
0,HAM,"Your Acct 304XXXX489 Has Been Credited with NGN2,000.00 On 03-SEP-2014 13:39:42 By BABALOLA NIYI/7724860. Bal: NGN3,138.29CR",your acct 304xxxx489 credited ngn2 000 00 03 sep 2014 13 39 42 babalola niyi 7724860 bal ngn3 138 29cr
0,HAM,"Your Acct 304XXXX489 Has Been Debited with NGN.01 On 31-AUG-2014 09:24:51 By 3041207489:Int.Pd:01-07-2014 to 31-08-20. Bal: NGN1,138.29CR",your acct 304xxxx489 debited ngn 01 31 aug 2014 09 24 51 3041207489 int pd 01 07 2014 31 08 20 bal ngn1 138 29cr
0,HAM,"Your Acct 304XXXX489 Has Been Debited with NGN13,000.00 On 27-AUG-2014 10:30:54 By ATM WITHDRAWAL-FBN/Abeokuta Main ATM4/Og. Bal: NGN1,138.30CR",your acct 304xxxx489 debited ngn13 000 00 27 aug 2014 10 30 54 atm withdrawal fbn abeokuta main atm4 og bal ngn1 138 30cr
0,HAM,"Your Acct 304XXXX489 Has Been Credited with NGN12,500.00 On 26-AUG-2014 14:39:18 By CHRIATIANAH AJAYI. Bal: NGN14,138.30CR",your acct 304xxxx489 credited ngn12 500 00 26 aug 2014 14 39 18 chriatianah ajayi bal ngn14 138 30cr
0,HAM,"Your Acct 304XXXX489 Has Been Debited with NGN40.00 On 24-AUG-2014 06:02:08 By 27-Jul-2014 to 26-AUG-2014 SMS Alert Cha. Bal: NGN1,638.30CR",your acct 304xxxx489 debited ngn40 00 24 aug 2014 06 02 08 27 jul 2014 26 aug 2014 sms alert cha bal ngn1 638 30cr
0,HAM,"Your Acct 304XXXX489 Has Been Debited with NGN1,000.00 On 18-AUG-2014 15:26:43 By ATM WITHDRAWAL-GTBank EBranch UNAAB/Ogun. Bal: NGN1,678.30CR",your acct 304xxxx489 debited ngn1 000 00 18 aug 2014 15 26 43 atm withdrawal gtbank ebranch unaab ogun bal ngn1 678 30cr
0,HAM,"Your Acct 304XXXX489 Has Been Debited with NGN2,000.00 On 12-AUG-2014 14:19:05 By ATM WITHDRAWAL-UNAAB MFB/ABEOKUTA/OG/NG. Bal: NGN2,678.30CR",your acct 304xxxx489 debited ngn2 000 00 12 aug 2014 14 19 05 atm withdrawal unaab mfb abeokuta og ng bal ngn2 678 30cr
0,HAM,"Your Acct 304XXXX489 Has Been Credited with NGN3,500.00 On 12-AUG-2014 09:37:05 By AJAYI BISOLA. Bal: NGN4,678.30CR",your acct 304xxxx489 credited ngn3 500 00 12 aug 2014 09 37 05 ajayi bisola bal ngn4 678 30cr
0,HAM,"Your Acct 304XXXX489 Has Been Debited with NGN500.00 On 08-AUG-2014 17:09:59 By ATM WITHDRAWAL-GTBank EBranch UNAAB/Ogun. Bal: NGN1,478.30CR",your acct 304xxxx489 debited ngn500 00 08 aug 2014 17 09 59 atm withdrawal gtbank ebranch unaab ogun bal ngn1 478 30cr
0,HAM,"Your Acct 304XXXX489 Has Been Debited with NGN3,000.00 On 05-AUG-2014 15:13:03 By ATM WITHDRAWAL-GTBank EBranch UNAAB/Ogun. Bal: NGN1,978.30CR",your acct 304xxxx489 debited ngn3 000 00 05 aug 2014 15 13 03 atm withdrawal gtbank ebranch unaab ogun bal ngn1 978 30cr
0,HAM,"Your Acct 304XXXX489 Has Been Credited with NGN4,000.00 On 05-AUG-2014 10:04:43 By BABALOLA NIYI/4642429. Bal: NGN4,978.30CR",your acct 304xxxx489 credited ngn4 000 00 05 aug 2014 10 04 43 babalola niyi 4642429 bal ngn4 978 30cr
0,HAM,Your Acct 304XXXX489 Has Been Debited with NGN40.00 On 26-JUL-2014 06:06:31 By 27-Jun-2014 to 26-JUL-2014 SMS Alert Cha. Bal: NGN978.30CR,your acct 304xxxx489 debited ngn40 00 26 jul 2014 06 06 31 27 jun 2014 26 jul 2014 sms alert cha bal ngn978 30cr
0,HAM,"Your Acct 304XXXX489 Has Been Debited with NGN2,000.00 On 14-JUL-2014 16:47:56 By ATM WITHDRAWAL-GTBank UNAAB Branch/Abeok. Bal: NGN1,218.30CR",your acct 304xxxx489 debited ngn2 000 00 14 jul 2014 16 47 56 atm withdrawal gtbank unaab branch abeok bal ngn1 218 30cr
0,HAM,"Your Acct 304XXXX489 Has Been Credited with NGN2,200.00 On 14-JUL-2014 13:32:37 By NIYI IYADE. Bal: NGN3,218.30CR",your acct 304xxxx489 credited ngn2 200 00 14 jul 2014 13 32 37 niyi iyade bal ngn3 218 30cr
0,HAM,"Your Acct 304XXXX489 Has Been Debited with NGN2,000.00 On 07-JUL-2014 09:11:36 By ATM WITHDRAWAL-GTBank EBranch UNAAB/Ogun. Bal: NGN1,018.30CR",your acct 304xxxx489 debited ngn2 000 00 07 jul 2014 09 11 36 atm withdrawal gtbank ebranch unaab ogun bal ngn1 018 30cr
0,HAM,"Your Acct 304XXXX489 Has Been Debited with NGN100.00 On 23-JUN-2014 17:44:09 By ATM PURCHASE-GTBank EBranch UNAAB/Ogun/O. Bal: NGN1,090.30CR",your acct 304xxxx489 debited ngn100 00 23 jun 2014 17 44 09 atm purchase gtbank ebranch unaab ogun bal ngn1 090 30cr
0,HAM,"Your Acct 304XXXX489 Has Been Debited with NGN500.00 On 06-JUN-2014 14:22:12 By ATM WITHDRAWAL-GTBank EBranch UNAAB/Ogun. Bal: NGN1,290.30CR",your acct 304xxxx489 debited ngn500 00 06 jun 2014 14 22 12 atm withdrawal gtbank ebranch unaab ogun bal ngn1 290 30cr
0,HAM,"Your Acct 304XXXX489 Has Been Debited with NGN3,000.00 On 06-JUN-2014 14:18:57 By ATM WITHDRAWAL-GTBank EBranch UNAAB/Ogun. Bal: NGN1,790.30CR",your acct 304xxxx489 debited ngn3 000 00 06 jun 2014 14 18 57 atm withdrawal gtbank ebranch unaab ogun bal ngn1 790 30cr
0,HAM,"Your Acct 304XXXX489 Has Been Credited with NGN3,000.00 On 04-JUN-2014 16:01:40 By CASH DEP 3RD PARTY:GBEMIGA. Bal: NGN4,790.30CR",your acct 304xxxx489 credited ngn3 000 00 04 jun 2014 16 01 40 cash dep 3rd party gbemiga bal ngn4 790 30cr
0,HAM,"Your Acct 304XXXX489 Has Been Debited with NGN100.00 On 04-JUN-2014 13:46:19 By ATM PURCHASE-GTBank EBranch UNAAB/Ogun/O. Bal: NGN1,790.30CR",your acct 304xxxx489 debited ngn100 00 04 jun 2014 13 46 19 atm purchase gtbank ebranch unaab ogun bal ngn1 790 30cr
0,HAM,"Your Acct 304XXXX489 Has Been Debited with NGN2,000.00 On 04-JUN-2014 13:43:54 By ATM WITHDRAWAL-GTBank EBranch UNAAB/Ogun. Bal: NGN1,890.30CR",your acct 304xxxx489 debited ngn2 000 00 04 jun 2014 13 43 54 atm withdrawal gtbank ebranch unaab ogun bal ngn1 890 30cr
0,HAM,"Your Acct 304XXXX489 Has Been Credited with NGN2,000.00 On 03-JUN-2014 14:55:27 By BABALOLA OLANIYI9156758. Bal: NGN3,890.30CR",your acct 304xxxx489 credited ngn2 000 00 03 jun 2014 14 55 27 babalola olaniyi9156758 bal ngn3 890 30cr
0,HAM,"Your Acct 304XXXX489 Has Been Debited with NGN10,000.00 On 01-JUN-2014 17:17:25 By ATM WITHDRAWAL-GTBank EBranch UNAAB/Ogun. Bal: NGN1,890.30CR",your acct 304xxxx489 debited ngn10 000 00 01 jun 2014 17 17 25 atm withdrawal gtbank ebranch unaab ogun bal ngn1 890 30cr
0,HAM,"Your Acct 304XXXX489 Has Been Debited with NGN100.00 On 01-JUN-2014 15:25:15 By 01May-31May 2014. Bal: NGN11,890.30CR",your acct 304xxxx489 debited ngn100 00 01 jun 2014 15 25 15 01may 31may 2014 bal ngn11 890 30cr
0,HAM,"Your Acct 304XXXX489 Has Been Debited with NGN5.00 On 01-JUN-2014 15:25:15 By VAT on 01May-31May 2014. Bal: NGN11,890.30CR",your acct 304xxxx489 debited ngn5 00 01 jun 2014 15 25 15 vat 01may 31may 2014 bal ngn11 890 30cr
0,HAM,"Your Acct 304XXXX489 Has Been Debited with NGN2,000.00 On 28-MAY-2014 09:01:22 By ATM WITHDRAWAL-GTBank EBranch UNAAB/Ogun. Bal: NGN12,039.30CR",your acct 304xxxx489 debited ngn2 000 00 28 may 2014 09 01 22 atm withdrawal gtbank ebranch unaab ogun bal ngn12 039 30cr
0,HAM,"Your Acct 304XXXX489 Has Been Debited with NGN2,000.00 On 26-MAY-2014 18:14:40 By ATM WITHDRAWAL-GTBank EBranch UNAAB/Ogun. Bal: NGN14,039.30CR",your acct 304xxxx489 debited ngn2 000 00 26 may 2014 18 14 40 atm withdrawal gtbank ebranch unaab ogun bal ngn14 039 30cr
0,HAM,"Your Acct 304XXXX489 Has Been Debited with NGN5,000.00 On 20-MAY-2014 14:07:45 By ATM WITHDRAWAL-GTBank EBranch UNAAB/Ogun. Bal: NGN16,039.30CR",your acct 304xxxx489 debited ngn5 000 00 20 may 2014 14 07 45 atm withdrawal gtbank ebranch unaab ogun bal ngn16 039 30cr
0,HAM,"Your Acct 304XXXX489 Has Been Debited with NGN20,000.00 On 20-MAY-2014 14:06:52 By ATM WITHDRAWAL-GTBank EBranch UNAAB/Ogun. Bal: NGN21,039.30CR",your acct 304xxxx489 debited ngn20 000 00 20 may 2014 14 06 52 atm withdrawal gtbank ebranch unaab ogun bal ngn21 039 30cr
0,HAM,"Your Acct 304XXXX489 Has Been Debited with NGN100.00 On 12-MAY-2014 09:29:34 By ATM PURCHASE-GTBank EBranch UNAAB/Ogun/O. Bal: NGN1,039.30CR",your acct 304xxxx489 debited ngn100 00 12 may 2014 09 29 34 atm purchase gtbank ebranch unaab ogun bal ngn1 039 30cr
0,HAM,"Your Acct 304XXXX489 Has Been Debited with NGN6,000.00 On 12-MAY-2014 09:25:09 By ATM WITHDRAWAL-GTBank EBranch UNAAB/Ogun. Bal: NGN1,139.30CR",your acct 304xxxx489 debited ngn6 000 00 12 may 2014 09 25 09 atm withdrawal gtbank ebranch unaab ogun bal ngn1 139 30cr
0,HAM,"Your Acct 304XXXX489 Has Been Credited with NGN6,000.00 On 05-MAY-2014 08:46:40 By BABALOLA OLANIYI/2900315. Bal: NGN7,139.30CR",your acct 304xxxx489 credited ngn6 000 00 05 may 2014 08 46 40 babalola olaniyi 2900315 bal ngn7 139 30cr
0,HAM,"Your Acct 304XXXX489 Has Been Debited with NGN5,000.00 On 02-MAY-2014 18:45:42 By ATM WITHDRAWAL-GTBank EBranch UNAAB/Ogun. Bal: NGN1,139.30CR",your acct 304xxxx489 debited ngn5 000 00 02 may 2014 18 45 42 atm withdrawal gtbank ebranch unaab ogun bal ngn1 139 30cr
0,HAM,"Your Acct 304XXXX489 Has Been Debited with NGN28.00 On 26-APR-2014 09:19:06 By 27-Mar-2014 to 26-APR-2014 SMS Alert Cha. Bal: NGN1,039.30CR",your acct 304xxxx489 debited ngn28 00 26 apr 2014 09 19 06 27 mar 2014 26 apr 2014 sms alert cha bal ngn1 039 30cr
0,HAM,"Your Acct 304XXXX489 Has Been Debited with NGN100.00 On 23-APR-2014 15:09:27 By ATM PURCHASE-GTBank EBranch UNAAB/Ogun/O. Bal: NGN1,067.30CR",your acct 304xxxx489 debited ngn100 00 23 apr 2014 15 09 27 atm purchase gtbank ebranch unaab ogun bal ngn1 067 30cr
0,HAM,"Your Acct 304XXXX489 Has Been Debited with NGN3,000.00 On 23-APR-2014 15:07:46 By ATM WITHDRAWAL-GTBank EBranch UNAAB/Ogun. Bal: NGN1,167.30CR",your acct 304xxxx489 debited ngn3 000 00 23 apr 2014 15 07 46 atm withdrawal gtbank ebranch unaab ogun bal ngn1 167 30cr
0,HAM,"Your Acct 304XXXX489 Has Been Credited with NGN3,000.00 On 23-APR-2014 13:13:01 By AKINLOYE/6937246. Bal: NGN4,167.30CR",your acct 304xxxx489 credited ngn3 000 00 23 apr 2014 13 13 01 akinloye 6937246 bal ngn4 167 30cr
0,HAM,"Dear Customer, use FirstBank MasterCard for your international shopping and win an iPad or get N500 cash back. Kindly call 014485500 for more details.",dear customer use firstbank mastercard your international shopping win ipad get n500 cash back kindly call 014485500 details
0,HAM,"Dear Customer, your Naira MasterCard annual international spend limit has been increased from $40,000 to $150,000. You now have access to more funds abroad.",dear customer your naira mastercard annual international spend limit increased 40 000 150 000 you now access funds abroad
0,HAM,"Your Acct 3041207489 Has Been Debited with NGN3,000.00 On 09-APR-2014 19:01:39 By ATM WITHDRAWAL-GTBank EBranch UNAAB/Ogun. Bal: NGN1,167.30CR",your acct 3041207489 debited ngn3 000 00 09 apr 2014 19 01 39 atm withdrawal gtbank ebranch unaab ogun bal ngn1 167 30cr
0,HAM,"Your Acct 304XXXX489 Has Been Debited with NGN2,000.00 On 18-JUL-2014 17:51:48 By ATM WITHDRAWAL-GTBank EBranch UNAAB/Ogun. Bal: NGN1,018.30CR",your acct 304xxxx489 debited ngn2 000 00 18 jul 2014 17 51 48 atm withdrawal gtbank ebranch unaab ogun bal ngn1 018 30cr
0,HAM,"Your Acct 3041207489 Has Been Debited With N20,000.00 On 17-Oct-12 09:14 AM By ATM WITHDRAWAL-FBN/Abeokuta Main2/Ogun//NG. Bal:=N2,081.57 CR",your acct 3041207489 debited n20 000 00 17 oct 12 09 14 atm withdrawal fbn abeokuta main2 ogun ng bal n2 081 57 cr
0,HAM,"Your Acct 3041207489 Has Been Credited With N20,000.00 On 16-Oct-12 16:01 PM By AJAYI BISOLA. Bal:=N22,081.57 CR",your acct 3041207489 credited n20 000 00 16 oct 12 16 01 pm ajayi bisola bal n22 081 57 cr
0,HAM,"Dear Valued Customer, please beware and disregard mails  requesting for your PIN or account details.  Call FirstContact on- 07080625000 for enquiries.",dear valued customer please beware disregard mails requesting your pin account details call firstcontact 07080625000 enquiries
1,SPAM,How Nigerian are you? Prove it! Answer 3 Questions correctly & be rewarded with DSTV Walka7s & more. Text GOL to 5030 T&Cs apply and stop to unsubcribe,nigerian you prove answer questions correctly rewarded dstv walka7s text gol 5030 cs apply stop unsubcribe
0,HAM,Enjoy 5days of UNLIMITED Airtel-2-Airtel Night calls and make calls to other networks at 10k/sec from 11pm - 5am for JUST N100. Dial *786*10# NOW,enjoy 5days unlimited airtel airtel night calls make calls networks 10k sec 11pm 5am n100 dial 786 10 now
0,HAM,"Dial *991# for the WTFB bundle to get the all-in-one access to WhatsApp, Facebook, Twitter & BBM at just N100 weekly",dial 991 wtfb bundle get one access whatsapp facebook twitter bbm n100 weekly
